raceId,year,round,circuitId,name,location,country,lat,lng
832,1951,8,67,Circuit de Pedralbes,Barcelona,Spain,41.3903,2.11667
833,1950,1,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
834,1950,2,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
835,1950,3,19,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347
836,1950,4,66,Circuit Bremgarten,Bern,Switzerland,46.9589,7.40194
837,1950,5,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
838,1950,6,55,Reims-Gueux,Reims,France,49.2542,3.93083
839,1950,7,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
841,2011,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
842,2011,2,2,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
843,2011,3,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
844,2011,4,5,Istanbul Park,Istanbul,Turkey,40.9517,29.405
845,2011,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
846,2011,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
847,2011,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
848,2011,8,12,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667
849,2011,9,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
850,2011,10,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
851,2011,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
852,2011,12,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
853,2011,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
854,2011,14,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
855,2011,15,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
856,2011,16,35,Korean International Circuit,Yeongam County,Korea,34.7333,126.417
857,2011,17,68,Buddh International Circuit,Uttar Pradesh,India,28.3487,77.5331
858,2011,18,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
859,2011,19,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
860,2012,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
861,2012,2,2,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
862,2012,3,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
863,2012,4,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
864,2012,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
865,2012,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
866,2012,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
867,2012,8,12,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667
868,2012,9,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
869,2012,10,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
870,2012,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
871,2012,12,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
872,2012,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
873,2012,14,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
874,2012,15,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
875,2012,16,35,Korean International Circuit,Yeongam County,Korea,34.7333,126.417
876,2012,17,68,Buddh International Circuit,Uttar Pradesh,India,28.3487,77.5331
877,2012,18,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
878,2012,19,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
879,2012,20,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
880,2013,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
881,2013,2,2,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
882,2013,3,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
883,2013,4,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
884,2013,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
885,2013,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
886,2013,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
887,2013,8,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
888,2013,9,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
890,2013,10,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
891,2013,11,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
892,2013,12,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
893,2013,13,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
894,2013,14,35,Korean International Circuit,Yeongam County,Korea,34.7333,126.417
895,2013,15,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
896,2013,16,68,Buddh International Circuit,Uttar Pradesh,India,28.3487,77.5331
897,2013,17,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
898,2013,18,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
899,2013,19,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
900,2014,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
901,2014,2,2,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
902,2014,3,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
903,2014,4,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
904,2014,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
905,2014,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
906,2014,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
907,2014,8,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
908,2014,9,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
909,2014,10,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
910,2014,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
911,2014,12,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
912,2014,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
913,2014,14,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
914,2014,15,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
915,2014,16,71,Sochi Autodrom,Sochi,Russia,43.4057,39.9578
916,2014,17,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
917,2014,18,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
918,2014,19,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
931,2015,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
932,2015,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
929,2015,4,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
930,2015,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
928,2015,3,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
926,2015,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
927,2015,2,2,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
933,2015,8,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
934,2015,9,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
936,2015,10,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
937,2015,11,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
938,2015,12,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
939,2015,13,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
940,2015,14,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
941,2015,15,71,Sochi Autodrom,Sochi,Russia,43.4057,39.9578
942,2015,16,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
943,2015,17,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
944,2015,18,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
945,2015,19,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
948,2016,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
949,2016,2,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
950,2016,3,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
951,2016,4,71,Sochi Autodrom,Sochi,Russia,43.4057,39.9578
952,2016,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
953,2016,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
954,2016,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
955,2016,8,73,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533
956,2016,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
957,2016,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
958,2016,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
959,2016,12,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
960,2016,13,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
961,2016,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
962,2016,15,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
963,2016,16,2,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
964,2016,17,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
965,2016,18,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
966,2016,19,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
967,2016,20,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
968,2016,21,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
969,2017,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
970,2017,2,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
971,2017,3,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
972,2017,4,71,Sochi Autodrom,Sochi,Russia,43.4057,39.9578
973,2017,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
974,2017,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
975,2017,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
976,2017,8,73,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533
977,2017,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
978,2017,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
979,2017,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
980,2017,12,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
981,2017,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
982,2017,14,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
983,2017,15,2,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
984,2017,16,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
985,2017,17,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
986,2017,18,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
987,2017,19,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
988,2017,20,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
989,2018,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
990,2018,2,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
991,2018,3,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
992,2018,4,73,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533
993,2018,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
994,2018,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
995,2018,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
996,2018,8,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
997,2018,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
998,2018,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
999,2018,11,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
1000,2018,12,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
1001,2018,13,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
1002,2018,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
1003,2018,15,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
1004,2018,16,71,Sochi Autodrom,Sochi,Russia,43.4057,39.9578
1005,2018,17,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
1006,2018,18,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
1007,2018,19,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
1008,2018,20,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
1009,2018,21,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
1010,2019,1,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
1011,2019,2,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
1012,2019,3,17,Shanghai International Circuit,Shanghai,China,31.3389,121.22
1013,2019,4,73,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533
1014,2019,5,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
1015,2019,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
1016,2019,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
1017,2019,8,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
1018,2019,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
1019,2019,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
1020,2019,11,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
1021,2019,12,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
1022,2019,13,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
1023,2019,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
1024,2019,15,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
1025,2019,16,71,Sochi Autodrom,Sochi,Russia,43.4057,39.9578
1026,2019,17,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
1027,2019,18,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
1028,2019,19,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
1029,2019,20,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
1030,2019,21,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
1031,2020,1,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
1032,2020,2,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
1033,2020,3,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
1034,2020,4,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
1035,2020,5,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
1036,2020,6,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
1037,2020,7,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
1038,2020,8,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
1039,2020,9,76,Autodromo Internazionale del Mugello,Mugello,Italy,43.9975,11.3719
1040,2020,10,71,Sochi Autodrom,Sochi,Russia,43.4057,39.9578
1041,2020,11,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
1042,2020,12,75,Autódromo Internacional do Algarve,Portimão,Portugal,37.227,-8.6267
1043,2020,13,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
1044,2020,14,5,Istanbul Park,Istanbul,Turkey,40.9517,29.405
1045,2020,15,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
1046,2020,16,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
1047,2020,17,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
1053,2021,2,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
1074,2022,1,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
1052,2021,1,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
1051,2021,20,78,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542
1054,2021,3,75,Autódromo Internacional do Algarve,Portimão,Portugal,37.227,-8.6267
1055,2021,4,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
1056,2021,5,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
1057,2021,6,73,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533
1058,2021,8,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
1059,2021,7,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
1060,2021,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
1061,2021,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
1062,2021,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
1063,2021,12,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
1064,2021,13,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
1065,2021,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
1066,2021,15,71,Sochi Autodrom,Sochi,Russia,43.4057,39.9578
1067,2021,16,5,Istanbul Park,Istanbul,Turkey,40.9517,29.405
1069,2021,17,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
1070,2021,18,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
1071,2021,19,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
1072,2021,21,77,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
1073,2021,22,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
1075,2022,2,77,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
1076,2022,3,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
1077,2022,4,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
1078,2022,5,79,Miami International Autodrome,Miami,USA,25.9581,-80.2389
1079,2022,6,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
1080,2022,7,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
1081,2022,8,73,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533
1082,2022,9,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
1083,2022,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
1084,2022,11,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
1085,2022,12,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
1086,2022,13,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
1087,2022,14,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
1088,2022,15,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
1089,2022,16,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
1091,2022,17,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
1092,2022,18,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
1093,2022,19,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
1094,2022,20,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
1095,2022,21,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
1096,2022,22,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
1098,2023,1,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
1099,2023,2,77,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
1100,2023,3,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
1101,2023,4,73,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533
1102,2023,5,79,Miami International Autodrome,Miami,USA,25.9581,-80.2389
1104,2023,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
1105,2023,7,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
1106,2023,8,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
1107,2023,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
1108,2023,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
1109,2023,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
1110,2023,12,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
1111,2023,13,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
1112,2023,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
1113,2023,15,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
1114,2023,16,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
1115,2023,17,78,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542
1116,2023,18,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
1117,2023,19,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
1118,2023,20,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
1119,2023,21,80,Las Vegas Strip Street Circuit,Las Vegas,United States,36.1147,-115.173
1120,2023,22,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
